"game_id","move","turn","game_turn_id","ad_id","message","expires_in","probability","reward"
"6ouO7ZZ9",buy,54,60175,mDYmBngQ,Help defending forest in Oldwater from the intruders,4,Quite likely,"158"
"6ouO7ZZ9",buy,54,60175,IIeZLL7v,Help defending cave in Lightfire from the intruders,3,Quite likely,"152"
"6ouO7ZZ9",buy,54,60175,PfMjgbXZ,Help defending hill in Newmere from the intruders,2,Playing with fire,"164"
"6ouO7ZZ9",buy,54,60175,CW5shTWs,Help defending thicket in Burnstown from the intruders,1,Playing with fire,"138"
"6ouO7ZZ9",solve,55,60179,"8obhvink",Help defending well in Bloodmere from the intruders,7,Playing with fire,"112"
"6ouO7ZZ9",solve,55,60179,PfMjgbXZ,Help defending hill in Newmere from the intruders,1,Playing with fire,"164"
"6ouO7ZZ9",solve,55,60179,IIeZLL7v,Help defending cave in Lightfire from the intruders,2,Quite likely,"152"
"6ouO7ZZ9",solve,55,60179,mDYmBngQ,Help defending forest in Oldwater from the intruders,3,Walk in the park,"158"
"6ouO7ZZ9",solve,55,60179,V5JSktKO,Help defending forest in Voidkeep from the intruders,4,Risky,"154"
"6ouO7ZZ9",solve,55,60179,seeaeUIA,Help defending forest in Bloodcaster from the intruders,5,Suicide mission,"132"
"6ouO7ZZ9",solve,55,60179,o7p3wL9a,Help defending manor in Redgannon from the intruders,5,Hmmm....,"150"
"6ouO7ZZ9",solve,55,60179,c6CQG8gQ,Help defending well in Voidgarden from the intruders,6,Hmmm....,"200"
"6ouO7ZZ9",solve,55,60179,LicEX9Ym,Help defending island in Southdean from the intruders,6,Quite likely,"120"
"6ouO7ZZ9",solve,55,60179,rwEs6qxg,Help defending manor in Strongtown from the intruders,7,Walk in the park,"124"
"6ouO7ZZ9",buy,57,60183,qH4apAJg,Help defending hill in Orrindean from the intruders,7,Suicide mission,"134"
"6ouO7ZZ9",buy,57,60183,HKiw9uSF,Help defending island in Southpool from the intruders,6,Walk in the park,"121"
"6ouO7ZZ9",buy,57,60183,Rgets0WT,Help defending forest in Voidpeak from the intruders,6,Rather detrimental,"106"
"6ouO7ZZ9",buy,57,60183,"8obhvink",Help defending well in Bloodmere from the intruders,5,Playing with fire,"112"
"6ouO7ZZ9",buy,57,60183,rwEs6qxg,Help defending manor in Strongtown from the intruders,5,Walk in the park,"124"
"6ouO7ZZ9",buy,57,60183,LicEX9Ym,Help defending island in Southdean from the intruders,4,Quite likely,"120"
"6ouO7ZZ9",buy,57,60183,o7p3wL9a,Help defending manor in Redgannon from the intruders,3,Hmmm....,"150"
"6ouO7ZZ9",buy,57,60183,seeaeUIA,Help defending forest in Bloodcaster from the intruders,3,Suicide mission,"132"
"6ouO7ZZ9",buy,57,60183,V5JSktKO,Help defending forest in Voidkeep from the intruders,2,Risky,"154"
"6ouO7ZZ9",buy,57,60183,TdkX5B1K,Help defending well in Scalemire from the intruders,7,Rather detrimental,"123"
"6ouO7ZZ9",solve,58,60186,qH4apAJg,Help defending hill in Orrindean from the intruders,6,Playing with fire,"134"
"6ouO7ZZ9",solve,58,60186,V5JSktKO,Help defending forest in Voidkeep from the intruders,1,Gamble,"154"
"6ouO7ZZ9",solve,58,60186,seeaeUIA,Help defending forest in Bloodcaster from the intruders,2,Suicide mission,"132"
"6ouO7ZZ9",solve,58,60186,o7p3wL9a,Help defending manor in Redgannon from the intruders,2,Hmmm....,"150"
"6ouO7ZZ9",solve,58,60186,LicEX9Ym,Help defending island in Southdean from the intruders,3,Quite likely,"120"
"6ouO7ZZ9",solve,58,60186,rwEs6qxg,Help defending manor in Strongtown from the intruders,4,Walk in the park,"124"
"6ouO7ZZ9",solve,58,60186,"8obhvink",Help defending well in Bloodmere from the intruders,4,Playing with fire,"112"
"6ouO7ZZ9",solve,58,60186,Rgets0WT,Help defending forest in Voidpeak from the intruders,5,Rather detrimental,"106"
"6ouO7ZZ9",solve,58,60186,HKiw9uSF,Help defending island in Southpool from the intruders,5,Walk in the park,"121"
"6ouO7ZZ9",solve,58,60186,TdkX5B1K,Help defending well in Scalemire from the intruders,6,Rather detrimental,"123"
"6ouO7ZZ9",buy,64,60201,ZN7AwjOW,Help defending well in Voidcrest from the intruders,3,Gamble,"156"
"6ouO7ZZ9",buy,64,60201,rechXuTb,Help defending island in Eastdeen from the intruders,7,Hmmm....,"154"
"6ouO7ZZ9",buy,64,60201,cFYSKB78,Help defending woodland in Thornscale from the intruders,5,Suicide mission,"168"
"6ouO7ZZ9",buy,64,60201,LxDPiyjS,Help defending woodland in Doveburg from the intruders,5,Gamble,"139"
"6ouO7ZZ9",buy,64,60201,"2cRQPx9I",Help defending foggy riverside in Penham from the intruders,5,Rather detrimental,"134"
"6ouO7ZZ9",buy,64,60201,SBnaDgrN,Help defending well in Lowepeak from the intruders,6,Suicide mission,"149"
"6ouO7ZZ9",buy,64,60201,D7Smqg3Z,Help defending forest in Everpine from the intruders,7,Impossible,"149"
"6ouO7ZZ9",buy,64,60201,iWNhuPeC,Help defending rocky plains in Bleakport from the intruders,7,Suicide mission,"110"
"6ouO7ZZ9",buy,64,60201,dMt67zvF,Help defending island in Towerpool from the intruders,4,Risky,"132"
"6ouO7ZZ9",buy,64,60201,VtauUjUr,Help defending rocky plains in Blooddale from the intruders,3,Suicide mission,"110"
"6ouO7ZZ9",solve,65,60204,rechXuTb,Help defending island in Eastdeen from the intruders,6,Hmmm....,"154"
"6ouO7ZZ9",solve,65,60204,iWNhuPeC,Help defending rocky plains in Bleakport from the intruders,6,Suicide mission,"110"
"6ouO7ZZ9",solve,65,60204,D7Smqg3Z,Help defending forest in Everpine from the intruders,6,Impossible,"149"
"6ouO7ZZ9",solve,65,60204,SBnaDgrN,Help defending well in Lowepeak from the intruders,5,Suicide mission,"149"
"6ouO7ZZ9",solve,65,60204,"2cRQPx9I",Help defending foggy riverside in Penham from the intruders,4,Rather detrimental,"134"
"6ouO7ZZ9",solve,65,60204,cFYSKB78,Help defending woodland in Thornscale from the intruders,4,Suicide mission,"168"
"6ouO7ZZ9",solve,65,60204,LxDPiyjS,Help defending woodland in Doveburg from the intruders,4,Gamble,"139"
"6ouO7ZZ9",solve,65,60204,dMt67zvF,Help defending island in Towerpool from the intruders,3,Risky,"132"
"6ouO7ZZ9",solve,65,60204,ZN7AwjOW,Help defending well in Voidcrest from the intruders,2,Gamble,"156"
"6ouO7ZZ9",solve,65,60204,VtauUjUr,Help defending rocky plains in Blooddale from the intruders,2,Suicide mission,"110"
"93XqvEp4",buy,14,57121,SqvAbWCU,Help Alexandre Suggitt to write their biographical novel about their difficulties with a deranged pot,6,Walk in the park,"44"
"93XqvEp4",buy,14,57121,QcIK39Th,Steal chicken delivery to Mpho Rodgers and share some of the profits with the people.,6,Piece of cake,"48"
"93XqvEp4",buy,14,57121,p2RsVugC,Create an advertisement campaign for Esaias Mottershead to promote their wagon based business,1,Risky,"24"
"93XqvEp4",buy,14,57121,"4gz4i20u",Steal weed delivery to Asger Patrick and share some of the profits with the people.,1,Piece of cake,"44"
"93XqvEp4",buy,14,57121,dlegxPCS,Help Émilien Scrivenor to reach an agreement with Vjekoslav Thacker on the matters of disputed pan,1,Piece of cake,"10"
"93XqvEp4",buy,14,57121,"0xKqTacE",Help Tino Christopherson to reach an agreement with Shanene Langdon on the matters of disputed turnips,1,Piece of cake,"11"
"93XqvEp4",buy,14,57121,ahcvVrIq,Help Cristiana Deering to sell an unordinary house on the local market,7,Gamble,"30"
"93XqvEp4",buy,14,57121,mOUJYwAo,Create an advertisement campaign for Mysie Nielson to promote their house based business,1,Piece of cake,"33"
"93XqvEp4",buy,14,57121,GlpL0DUc,Create an advertisement campaign for Nerses Hamilton to promote their dog based business,2,Risky,"37"
"93XqvEp4",buy,14,57121,VWvNX0m0,Create an advertisement campaign for Matrona Paulson to promote their sheep based business,2,Piece of cake,"33"
"93XqvEp4",solve,15,57125,QcIK39Th,Steal chicken delivery to Mpho Rodgers and share some of the profits with the people.,5,Piece of cake,"48"
"93XqvEp4",solve,15,57125,O6Vqu6RG,Create an advertisement campaign for Erebus Parsons to promote their beer mug based business,7,Rather detrimental,"37"
"93XqvEp4",solve,15,57125,EUdbSmn7,Escort Chris Johnson to meadow in Whitemoore where they can meet with their long lost potatoes,7,Piece of cake,"65"
"93XqvEp4",solve,15,57125,wYiOmCFe,Create an advertisement campaign for Germain Oliverson to promote their cat based business,7,Gamble,"42"
"93XqvEp4",solve,15,57125,GBNO3cyU,Steal chariot delivery to Kapua Spooner and share some of the profits with the people.,7,Piece of cake,"64"
"93XqvEp4",solve,15,57125,w5oPIsmp,Help Drusa Pressley to write their biographical novel about their difficulties with a deranged clothes,7,Hmmm....,"32"
"93XqvEp4",solve,15,57125,VWvNX0m0,Create an advertisement campaign for Matrona Paulson to promote their sheep based business,1,Piece of cake,"33"
"93XqvEp4",solve,15,57125,GlpL0DUc,Create an advertisement campaign for Nerses Hamilton to promote their dog based business,1,Risky,"37"
"93XqvEp4",solve,15,57125,SqvAbWCU,Help Alexandre Suggitt to write their biographical novel about their difficulties with a deranged pot,5,Piece of cake,"44"
"93XqvEp4",solve,15,57125,ahcvVrIq,Help Cristiana Deering to sell an unordinary house on the local market,6,Gamble,"30"
"93XqvEp4",buy,20,57144,wYiOmCFe,Create an advertisement campaign for Germain Oliverson to promote their cat based business,2,Gamble,"42"
"93XqvEp4",buy,20,57144,rTjNZU0b,Escort Raimundo Savidge to steppe in Scalehill where they can meet with their long lost dog,7,Gamble,"86"
"93XqvEp4",buy,20,57144,g4zfgS7b,Rescue Njála Breckinridge from field in Frostspring where they are attacked by angry squirrel,7,Walk in the park,"35"
"93XqvEp4",buy,20,57144,"1aRNzwyY",Create an advertisement campaign for Lærke Fairclough to promote their dog based business,7,Hmmm....,"44"
"93XqvEp4",buy,20,57144,ZT6LgzUK,Steal weed delivery to Tanvi Haylock and share some of the profits with the people.,5,Piece of cake,"50"
"93XqvEp4",buy,20,57144,"61RkJZnv",Help Omobolanle Mathewson to write their biographical novel about their difficulties with a deranged dog,3,Piece of cake,"41"
"93XqvEp4",buy,20,57144,ofIgBygI,Help Tonći Josephs to write their biographical novel about their difficulties with a deranged weed,3,Walk in the park,"44"
"93XqvEp4",buy,20,57144,w5oPIsmp,Help Drusa Pressley to write their biographical novel about their difficulties with a deranged clothes,2,Hmmm....,"32"
"93XqvEp4",buy,20,57144,O6Vqu6RG,Create an advertisement campaign for Erebus Parsons to promote their beer mug based business,2,Rather detrimental,"37"
"93XqvEp4",buy,20,57144,ahcvVrIq,Help Cristiana Deering to sell an unordinary house on the local market,1,Gamble,"30"
"93XqvEp4",solve,21,57149,g4zfgS7b,Rescue Njála Breckinridge from field in Frostspring where they are attacked by angry squirrel,6,Walk in the park,"35"
"93XqvEp4",solve,21,57149,"1aRNzwyY",Create an advertisement campaign for Lærke Fairclough to promote their dog based business,6,Hmmm....,"44"
"93XqvEp4",solve,21,57149,wYiOmCFe,Create an advertisement campaign for Germain Oliverson to promote their cat based business,1,Gamble,"42"
"93XqvEp4",solve,21,57149,O6Vqu6RG,Create an advertisement campaign for Erebus Parsons to promote their beer mug based business,1,Risky,"37"
"93XqvEp4",solve,21,57149,"61RkJZnv",Help Omobolanle Mathewson to write their biographical novel about their difficulties with a deranged dog,2,Piece of cake,"41"
"93XqvEp4",solve,21,57149,ofIgBygI,Help Tonći Josephs to write their biographical novel about their difficulties with a deranged weed,2,Walk in the park,"44"
"93XqvEp4",solve,21,57149,w5oPIsmp,Help Drusa Pressley to write their biographical novel about their difficulties with a deranged clothes,1,Hmmm....,"32"
"93XqvEp4",solve,21,57149,ETaOYzzt,Investigate Kalev Readdie and find out their relation to the magic chicken.,3,Suicide mission,"176"
"93XqvEp4",solve,21,57149,rTjNZU0b,Escort Raimundo Savidge to steppe in Scalehill where they can meet with their long lost dog,6,Hmmm....,"86"
"93XqvEp4",solve,21,57149,ZT6LgzUK,Steal weed delivery to Tanvi Haylock and share some of the profits with the people.,4,Piece of cake,"50"
"93XqvEp4",buy,25,57160,BT30IcuW,Escort Artem Newport to savannah in Eastfirth where they can meet with their long lost cat,5,Piece of cake,"108"
"93XqvEp4",buy,25,57160,"8ZahaI42",Escort Shiv Scrivener to village in Dovewhyte where they can meet with their long lost bucket,4,Quite likely,"88"
"93XqvEp4",buy,25,57160,Dk4mira7,Help defending village in Dovechester from the intruders,4,Walk in the park,"139"
"93XqvEp4",buy,25,57160,rTjNZU0b,Escort Raimundo Savidge to steppe in Scalehill where they can meet with their long lost dog,2,Hmmm....,"86"
"93XqvEp4",buy,25,57160,g4zfgS7b,Rescue Njála Breckinridge from field in Frostspring where they are attacked by angry squirrel,2,Walk in the park,"35"
"93XqvEp4",buy,25,57160,AqR1VwdK,Rescue Dagfinnr Hardwick from steppe in Fernfire where they are attacked by angry cat,5,Gamble,"46"
"93XqvEp4",buy,25,57160,"7ezGHQqk",Steal clothes from Deb Gabrielson,6,Risky,"140"
"93XqvEp4",buy,25,57160,u7gAqff7,Help defending village in Evergill from the intruders,7,Risky,"153"
"93XqvEp4",buy,25,57160,CT8zm4yI,Help defending plains in Scaledean from the intruders,7,Gamble,"120"
"93XqvEp4",buy,25,57160,"1aRNzwyY",Create an advertisement campaign for Lærke Fairclough to promote their dog based business,2,Hmmm....,"44"
"93XqvEp4",solve,26,57163,Dk4mira7,Help defending village in Dovechester from the intruders,3,Walk in the park,"139"
"93XqvEp4",solve,26,57163,rTjNZU0b,Escort Raimundo Savidge to steppe in Scalehill where they can meet with their long lost dog,1,Hmmm....,"86"
"93XqvEp4",solve,26,57163,g4zfgS7b,Rescue Njála Breckinridge from field in Frostspring where they are attacked by angry squirrel,1,Walk in the park,"35"
"93XqvEp4",solve,26,57163,"1aRNzwyY",Create an advertisement campaign for Lærke Fairclough to promote their dog based business,1,Quite likely,"44"
"93XqvEp4",solve,26,57163,CT8zm4yI,Help defending plains in Scaledean from the intruders,6,Hmmm....,"120"
"93XqvEp4",solve,26,57163,u7gAqff7,Help defending village in Evergill from the intruders,6,Gamble,"153"
"93XqvEp4",solve,26,57163,"7ezGHQqk",Steal clothes from Deb Gabrielson,5,Risky,"140"
"93XqvEp4",solve,26,57163,AqR1VwdK,Rescue Dagfinnr Hardwick from steppe in Fernfire where they are attacked by angry cat,4,Gamble,"46"
"93XqvEp4",solve,26,57163,BT30IcuW,Escort Artem Newport to savannah in Eastfirth where they can meet with their long lost cat,4,Piece of cake,"108"
"93XqvEp4",solve,26,57163,"8ZahaI42",Escort Shiv Scrivener to village in Dovewhyte where they can meet with their long lost bucket,3,Quite likely,"88"
"93XqvEp4",buy,37,57185,"5XOGL22K",Help defending savannah in Orrinpine from the intruders,2,Piece of cake,"139"
"93XqvEp4",buy,37,57185,BIgJJBnN,Help defending plains in Whitepeak from the intruders,1,Risky,"152"
"93XqvEp4",buy,37,57185,kQvUYYHN,Help defending village in Newloft from the intruders,7,Gamble,"128"
"93XqvEp4",buy,37,57185,F3gPKd6a,Help defending field in Dovepeak from the intruders,7,Walk in the park,"141"
"93XqvEp4",buy,37,57185,QnGbQ8wl,Help defending pasture in Sharpfair from the intruders,7,Risky,"128"
"93XqvEp4",buy,37,57185,A4ryEm03,Help defending village in Burnsburg from the intruders,1,Walk in the park,"141"
"93XqvEp4",buy,37,57185,g7Fn924J,Help defending plains in Southtown from the intruders,7,Piece of cake,"141"
"93XqvEp4",buy,37,57185,YCW4SqQ1,Help defending savannah in Frostburg from the intruders,6,Gamble,"150"
"93XqvEp4",buy,37,57185,iPv9XkMg,Help defending meadow in Frosttown from the intruders,6,Quite likely,"147"
"93XqvEp4",buy,37,57185,wVVe8uUD,Help defending pasture in Voidmoore from the intruders,4,Piece of cake,"157"
"93XqvEp4",solve,38,57188,"5XOGL22K",Help defending savannah in Orrinpine from the intruders,1,Piece of cake,"139"
"93XqvEp4",solve,38,57188,F3gPKd6a,Help defending field in Dovepeak from the intruders,6,Walk in the park,"141"
"93XqvEp4",solve,38,57188,g7Fn924J,Help defending plains in Southtown from the intruders,6,Piece of cake,"141"
"93XqvEp4",solve,38,57188,kQvUYYHN,Help defending village in Newloft from the intruders,6,Hmmm....,"128"
"93XqvEp4",solve,38,57188,QnGbQ8wl,Help defending pasture in Sharpfair from the intruders,6,Risky,"128"
"93XqvEp4",solve,38,57188,QbQamI0M,Help defending thrift shoppe in Eastwell from the intruders,7,Playing with fire,"174"
"93XqvEp4",solve,38,57188,pIswRPvB,Help defending village in Lowegill from the intruders,7,Piece of cake,"147"
"93XqvEp4",solve,38,57188,YCW4SqQ1,Help defending savannah in Frostburg from the intruders,5,Gamble,"150"
"93XqvEp4",solve,38,57188,iPv9XkMg,Help defending meadow in Frosttown from the intruders,5,Quite likely,"147"
"93XqvEp4",solve,38,57188,wVVe8uUD,Help defending pasture in Voidmoore from the intruders,3,Piece of cake,"157"
"93XqvEp4",buy,40,57192,YCW4SqQ1,Help defending savannah in Frostburg from the intruders,3,Gamble,"150"
"93XqvEp4",buy,40,57192,kQvUYYHN,Help defending village in Newloft from the intruders,4,Hmmm....,"128"
"93XqvEp4",buy,40,57192,F3gPKd6a,Help defending field in Dovepeak from the intruders,4,Walk in the park,"141"
"93XqvEp4",buy,40,57192,QnGbQ8wl,Help defending pasture in Sharpfair from the intruders,4,Risky,"128"
"93XqvEp4",buy,40,57192,pIswRPvB,Help defending village in Lowegill from the intruders,5,Piece of cake,"147"
"93XqvEp4",buy,40,57192,gN4GuKJA,Help defending meadow in Lowedean from the intruders,6,Walk in the park,"169"
"93XqvEp4",buy,40,57192,zaNwy5uU,Help defending thrift shoppe in Pengarden from the intruders,7,Hmmm....,"164"
"93XqvEp4",buy,40,57192,wVVe8uUD,Help defending pasture in Voidmoore from the intruders,1,Piece of cake,"157"
"93XqvEp4",buy,40,57192,iPv9XkMg,Help defending meadow in Frosttown from the intruders,3,Quite likely,"147"
"93XqvEp4",buy,40,57192,g7Fn924J,Help defending plains in Southtown from the intruders,4,Piece of cake,"141"
"93XqvEp4",solve,41,57197,g7Fn924J,Help defending plains in Southtown from the intruders,3,Piece of cake,"141"
"93XqvEp4",solve,41,57197,"84dGaBIP",Help defending village in Bleakwatch from the intruders,7,Quite likely,"130"
"93XqvEp4",solve,41,57197,zaNwy5uU,Help defending thrift shoppe in Pengarden from the intruders,6,Quite likely,"164"
"93XqvEp4",solve,41,57197,gN4GuKJA,Help defending meadow in Lowedean from the intruders,5,Walk in the park,"169"
"93XqvEp4",solve,41,57197,pIswRPvB,Help defending village in Lowegill from the intruders,4,Piece of cake,"147"
"93XqvEp4",solve,41,57197,QnGbQ8wl,Help defending pasture in Sharpfair from the intruders,3,Gamble,"128"
"93XqvEp4",solve,41,57197,F3gPKd6a,Help defending field in Dovepeak from the intruders,3,Piece of cake,"141"
"93XqvEp4",solve,41,57197,kQvUYYHN,Help defending village in Newloft from the intruders,3,Hmmm....,"128"
"93XqvEp4",solve,41,57197,YCW4SqQ1,Help defending savannah in Frostburg from the intruders,2,Gamble,"150"
"93XqvEp4",solve,41,57197,iPv9XkMg,Help defending meadow in Frosttown from the intruders,2,Quite likely,"147"
"93XqvEp4",buy,42,57198,VhrpWMaE,Help defending village in Dovefair from the intruders,7,Piece of cake,"172"
"93XqvEp4",buy,42,57198,"84dGaBIP",Help defending village in Bleakwatch from the intruders,6,Quite likely,"130"
"93XqvEp4",buy,42,57198,zaNwy5uU,Help defending thrift shoppe in Pengarden from the intruders,5,Quite likely,"164"
"93XqvEp4",buy,42,57198,pIswRPvB,Help defending village in Lowegill from the intruders,3,Piece of cake,"147"
"93XqvEp4",buy,42,57198,QnGbQ8wl,Help defending pasture in Sharpfair from the intruders,2,Gamble,"128"
"93XqvEp4",buy,42,57198,F3gPKd6a,Help defending field in Dovepeak from the intruders,2,Piece of cake,"141"
"93XqvEp4",buy,42,57198,kQvUYYHN,Help defending village in Newloft from the intruders,2,Hmmm....,"128"
"93XqvEp4",buy,42,57198,g7Fn924J,Help defending plains in Southtown from the intruders,2,Piece of cake,"141"
"93XqvEp4",buy,42,57198,YCW4SqQ1,Help defending savannah in Frostburg from the intruders,1,Gamble,"150"
"93XqvEp4",buy,42,57198,iPv9XkMg,Help defending meadow in Frosttown from the intruders,1,Quite likely,"147"
"93XqvEp4",solve,43,57201,kQvUYYHN,Help defending village in Newloft from the intruders,1,Quite likely,"128"
"93XqvEp4",solve,43,57201,g7Fn924J,Help defending plains in Southtown from the intruders,1,Piece of cake,"141"
"93XqvEp4",solve,43,57201,F3gPKd6a,Help defending field in Dovepeak from the intruders,1,Piece of cake,"141"
"93XqvEp4",solve,43,57201,QnGbQ8wl,Help defending pasture in Sharpfair from the intruders,1,Gamble,"128"
"93XqvEp4",solve,43,57201,pIswRPvB,Help defending village in Lowegill from the intruders,2,Piece of cake,"147"
"93XqvEp4",solve,43,57201,zaNwy5uU,Help defending thrift shoppe in Pengarden from the intruders,4,Quite likely,"164"
"93XqvEp4",solve,43,57201,"84dGaBIP",Help defending village in Bleakwatch from the intruders,5,Quite likely,"130"
"93XqvEp4",solve,43,57201,VhrpWMaE,Help defending village in Dovefair from the intruders,6,Piece of cake,"172"
"93XqvEp4",solve,43,57201,GvnxvHwS,Help defending steppe in Strongcawl from the intruders,7,Hmmm....,"194"
"93XqvEp4",solve,43,57201,"3UNNtaX7",Help defending grassland in Voidwhyte from the intruders,7,Rather detrimental,"168"
"93XqvEp4",buy,45,57207,zaNwy5uU,Help defending thrift shoppe in Pengarden from the intruders,2,Quite likely,"164"
"93XqvEp4",buy,45,57207,sjiOjFCV,Help defending cave in Metalgill from the intruders,7,Hmmm....,"174"
"93XqvEp4",buy,45,57207,ib2xnOHB,Help defending steppe in Bloodville from the intruders,6,Hmmm....,"191"
"93XqvEp4",buy,45,57207,vF76hdkM,Help defending steppe in Southport from the intruders,6,Walk in the park,"158"
"93XqvEp4",buy,45,57207,c2rOm7vc,Help defending peninsula in Ridgeburg from the intruders,6,Quite likely,"174"
"93XqvEp4",buy,45,57207,rzAD8ZRj,Help defending peninsula in Snowton from the intruders,6,Hmmm....,"213"
"93XqvEp4",buy,45,57207,"3UNNtaX7",Help defending grassland in Voidwhyte from the intruders,5,Rather detrimental,"168"
"93XqvEp4",buy,45,57207,VhrpWMaE,Help defending village in Dovefair from the intruders,4,Piece of cake,"172"
"93XqvEp4",buy,45,57207,"84dGaBIP",Help defending village in Bleakwatch from the intruders,3,Quite likely,"130"
"93XqvEp4",buy,45,57207,"2BuSEvZq",Help defending thicket in Metalbane from the intruders,7,Risky,"128"
"93XqvEp4",solve,46,57210,VhrpWMaE,Help defending village in Dovefair from the intruders,3,Piece of cake,"172"
"93XqvEp4",solve,46,57210,"3UNNtaX7",Help defending grassland in Voidwhyte from the intruders,4,Rather detrimental,"168"
"93XqvEp4",solve,46,57210,rzAD8ZRj,Help defending peninsula in Snowton from the intruders,5,Hmmm....,"213"
"93XqvEp4",solve,46,57210,c2rOm7vc,Help defending peninsula in Ridgeburg from the intruders,5,Walk in the park,"174"
"93XqvEp4",solve,46,57210,vF76hdkM,Help defending steppe in Southport from the intruders,5,Walk in the park,"158"
"93XqvEp4",solve,46,57210,ib2xnOHB,Help defending steppe in Bloodville from the intruders,5,Hmmm....,"191"
"93XqvEp4",solve,46,57210,sjiOjFCV,Help defending cave in Metalgill from the intruders,6,Hmmm....,"174"
"93XqvEp4",solve,46,57210,"2BuSEvZq",Help defending thicket in Metalbane from the intruders,6,Risky,"128"
"93XqvEp4",solve,46,57210,zaNwy5uU,Help defending thrift shoppe in Pengarden from the intruders,1,Quite likely,"164"
"93XqvEp4",solve,46,57210,"84dGaBIP",Help defending village in Bleakwatch from the intruders,2,Quite likely,"130"
"93XqvEp4",buy,47,57212,"84dGaBIP",Help defending village in Bleakwatch from the intruders,1,Quite likely,"130"
"93XqvEp4",buy,47,57212,VhrpWMaE,Help defending village in Dovefair from the intruders,2,Piece of cake,"172"
"93XqvEp4",buy,47,57212,"3UNNtaX7",Help defending grassland in Voidwhyte from the intruders,3,Rather detrimental,"168"
"93XqvEp4",buy,47,57212,c2rOm7vc,Help defending peninsula in Ridgeburg from the intruders,4,Walk in the park,"174"
"93XqvEp4",buy,47,57212,vF76hdkM,Help defending steppe in Southport from the intruders,4,Walk in the park,"158"
"93XqvEp4",buy,47,57212,ib2xnOHB,Help defending steppe in Bloodville from the intruders,4,Hmmm....,"191"
"93XqvEp4",buy,47,57212,sjiOjFCV,Help defending cave in Metalgill from the intruders,5,Hmmm....,"174"
"93XqvEp4",buy,47,57212,"2BuSEvZq",Help defending thicket in Metalbane from the intruders,5,Risky,"128"
"93XqvEp4",buy,47,57212,"9ebZ2oK1",Help defending church in Westgarden from the intruders,7,Walk in the park,"137"
"93XqvEp4",buy,47,57212,RhWHflye,Help defending rocky plains in Dornbane from the intruders,7,Piece of cake,"182"
"93XqvEp4",solve,48,57215,c2rOm7vc,Help defending peninsula in Ridgeburg from the intruders,3,Walk in the park,"174"
"93XqvEp4",solve,48,57215,"3UNNtaX7",Help defending grassland in Voidwhyte from the intruders,2,Rather detrimental,"168"
"93XqvEp4",solve,48,57215,RhWHflye,Help defending rocky plains in Dornbane from the intruders,6,Piece of cake,"182"
"93XqvEp4",solve,48,57215,"9ebZ2oK1",Help defending church in Westgarden from the intruders,6,Walk in the park,"137"
"93XqvEp4",solve,48,57215,"2BuSEvZq",Help defending thicket in Metalbane from the intruders,4,Risky,"128"
"93XqvEp4",solve,48,57215,sjiOjFCV,Help defending cave in Metalgill from the intruders,4,Hmmm....,"174"
"93XqvEp4",solve,48,57215,ib2xnOHB,Help defending steppe in Bloodville from the intruders,3,Hmmm....,"191"
"93XqvEp4",solve,48,57215,vF76hdkM,Help defending steppe in Southport from the intruders,3,Walk in the park,"158"
"93XqvEp4",solve,48,57215,VhrpWMaE,Help defending village in Dovefair from the intruders,1,Piece of cake,"172"
"93XqvEp4",solve,48,57215,Clt1PtFZ,Help defending forest in Whitegill from the intruders,7,Quite likely,"187"
"93XqvEp4",buy,50,57219,b08lnACG,Help defending woodland in Blackham from the intruders,7,Risky,"216"
"93XqvEp4",buy,50,57219,FS6NQ6u7,Help defending woodland in Darkseed from the intruders,7,Rather detrimental,"247"
"93XqvEp4",buy,50,57219,c2rOm7vc,Help defending peninsula in Ridgeburg from the intruders,1,Walk in the park,"174"
"93XqvEp4",buy,50,57219,vF76hdkM,Help defending steppe in Southport from the intruders,1,Walk in the park,"158"
"93XqvEp4",buy,50,57219,sjiOjFCV,Help defending cave in Metalgill from the intruders,2,Hmmm....,"174"
"93XqvEp4",buy,50,57219,"2BuSEvZq",Help defending thicket in Metalbane from the intruders,2,Risky,"128"
"93XqvEp4",buy,50,57219,"9ebZ2oK1",Help defending church in Westgarden from the intruders,4,Walk in the park,"137"
"93XqvEp4",buy,50,57219,RhWHflye,Help defending rocky plains in Dornbane from the intruders,4,Piece of cake,"182"
"93XqvEp4",buy,50,57219,Clt1PtFZ,Help defending forest in Whitegill from the intruders,5,Quite likely,"187"
"93XqvEp4",buy,50,57219,LAYWmhJ9,Help defending church in Westheart from the intruders,6,Rather detrimental,"190"
"93XqvEp4",solve,51,57223,sjiOjFCV,Help defending cave in Metalgill from the intruders,1,Hmmm....,"174"
"93XqvEp4",solve,51,57223,RhWHflye,Help defending rocky plains in Dornbane from the intruders,3,Piece of cake,"182"
"93XqvEp4",solve,51,57223,"9ebZ2oK1",Help defending church in Westgarden from the intruders,3,Walk in the park,"137"
"93XqvEp4",solve,51,57223,D4c6z7Dk,Help defending rocky plains in Lowecawl from the intruders,7,Piece of cake,"127"
"93XqvEp4",solve,51,57223,nF6ZowpC,Help defending cave in Thornpeak from the intruders,7,Rather detrimental,"203"
"93XqvEp4",solve,51,57223,"2BuSEvZq",Help defending thicket in Metalbane from the intruders,1,Risky,"128"
